cutter,cut,peak_hz,freq_error_pct,random_phase_offset_rad
C1,1,172.6844583987441,0.37435092380147894,4.49126121548571
C1,23,173.95019531249997,0.3558819110576704,4.143542019057805
C1,46,173.95019531249997,0.3558819110576704,3.177256906017989
C1,68,173.95019531249997,0.3558819110576704,5.242755615163853
C1,91,173.95019531249997,0.3558819110576704,1.9150070897722036
C1,113,173.95019531249997,0.3558819110576704,2.6519747724318443
C1,136,173.95019531249997,0.3558819110576704,0.4526202528436814
C1,158,173.95019531249997,0.3558819110576704,1.790898353432032
C1,180,173.95019531249997,0.3558819110576704,2.837464859462773
C1,203,173.95019531249997,0.3558819110576704,1.1167602071491252
C1,225,173.95019531249997,0.3558819110576704,3.554771919931779
C1,248,173.95019531249997,0.3558819110576704,1.0403535820040184
C1,270,173.95019531249997,0.3558819110576704,1.7326590759826528
C1,293,173.95019531249997,0.3558819110576704,5.495699979295616
C1,315,173.95019531249997,0.3558819110576704,5.902164109203588
C4,1,173.95019531249997,0.3558819110576704,0.6164870096260658
C4,23,173.95019531249997,0.3558819110576704,6.079617609329426
C4,46,173.95019531249997,0.3558819110576704,1.5293899488629246
C4,68,173.95019531249997,0.3558819110576704,4.50880612873665
C4,91,173.95019531249997,0.3558819110576704,5.123880193388252
C4,113,173.95019531249997,0.3558819110576704,1.832426549011539
C4,136,173.95019531249997,0.3558819110576704,4.749338467897498
C4,158,173.95019531249997,0.3558819110576704,3.562917796933221
C4,180,173.95019531249997,0.3558819110576704,6.215422760484952
C4,203,173.95019531249997,0.3558819110576704,5.233530130750532
C4,225,173.95019531249997,0.3558819110576704,0.9493001577812775
C4,248,173.95019531249997,0.3558819110576704,4.193986653543399
C4,270,173.95019531249997,0.3558819110576704,1.9067182242460083
C4,293,173.95019531249997,0.3558819110576704,5.187120057980675
C4,315,173.95019531249997,0.3558819110576704,0.8992754520534328
C6,1,173.95019531249997,0.3558819110576704,0.6876292383125547
C6,23,173.95019531249997,0.3558819110576704,1.6926439265898952
C6,46,173.95019531249997,0.3558819110576704,5.422392332559046
C6,68,173.95019531249997,0.3558819110576704,3.7677991678404954
C6,91,173.95019531249997,0.3558819110576704,0.29509947516543855
C6,113,173.95019531249997,0.3558819110576704,4.118375417381952
C6,136,173.95019531249997,0.3558819110576704,5.200077548089162
C6,158,173.95019531249997,0.3558819110576704,0.38625405645806515
C6,180,173.95019531249997,0.3558819110576704,6.165620928796577
C6,203,173.95019531249997,0.3558819110576704,5.740277248918826
C6,225,173.95019531249997,0.3558819110576704,4.2708674716846895
C6,248,173.95019531249997,0.3558819110576704,1.4134417537666237
C6,270,173.95019531249997,0.3558819110576704,0.8452011331747774
C6,293,173.95019531249997,0.3558819110576704,6.168568608879926
C6,315,173.95019531249997,0.3558819110576704,5.592834615085709
